StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent_1,Consent_2,Consent_3,Consent_4,Consent_5,Consent_6,Consent_7,IDs_1,IDs_2,KM_Timer_First Click,KM_Timer_Last Click,KM_Timer_Page Submit,KM_Timer_Click Count,KM_P_1,KM_P_2,KM_P_3,KM_P_10,KM_P_4,KM_P_5,KM_P_6,KM_P_7,KM_P_8,KM_P_9,KM_P_11,KM_P_12,KM_P_DO,KM_CSR_1,KM_CSR_2,KM_CSR_3,KM_CSR_4,KM_CSR_DO,KM_P_1,KM_P_2,KM_P_3,KM_P_4,KM_P_DO,KM_PA_1,KM_L_1,KM_L_2,KM_L_3,KM_L_DO,PPI_5,PPI_7,PPI_8,PPRM_DO,IOS_Pre,SEP_Pre_1,SEP_Pre_2,SEP_Pre_3,SEP_Pre_DO,AttCheck,AttCheck_DO,PrevExp,FL_6_DO,"++KAMMUSTwoZickfeldetal.,2019_DO"
2/18/2023 12:02,2/18/2023 12:11,0,129.215.52.12,100,547,1,2/18/2023 12:11,R_3MzEvR1Y8depGea,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2175,1349,0,0,183.683,0,1,1,2,1,3,3,2,1,1,2,2,1,KM_P_4|KM_P_3|KM_P_12|KM_P_2|KM_P_8|KM_P_9|KM_P_11|KM_P_5|KM_P_6|KM_P_7|KM_P_10|KM_P_1,3,3,3,3,4|1|3|2,2,2,4,2,2|4|3|1,5,5,4,4,3|2|1,5,5,5,PPI_7|PPI_5|PPI_8,5,7,7,1,1|2|3,3,7|9|5|3|2|4|6,1,"PPRMotive(adaptedReisetal.,2018)|IOS|SEPshortadapted Lewandowski&Ackerman,2006",KM_L|KM_CSR|KM_PA|KM_P|KM_P
3/3/2023 10:05,3/3/2023 10:16,0,129.215.52.7,100,700,1,3/3/2023 10:16,R_eXxEZrjTOfkBWi5,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,1200,1399,0,0,180.016,0,1,1,1,1,1,4,1,1,1,4,2,1,KM_P_7|KM_P_10|KM_P_4|KM_P_9|KM_P_5|KM_P_6|KM_P_12|KM_P_11|KM_P_1|KM_P_2|KM_P_8|KM_P_3,6,6,6,5,2|1|3|4,4,4,4,2,4|3|1|2,7,6,2,4,2|3|1,5,5,5,PPI_7|PPI_5|PPI_8,4,7,7,1,1|3|2,3,5|9|7|2|4|3|6,1,"SEPshortadapted Lewandowski&Ackerman,2006|PPRMotive(adaptedReisetal.,2018)|IOS",KM_CSR|KM_P|KM_PA|KM_P|KM_L
3/3/2023 10:03,3/3/2023 10:18,0,129.215.52.12,100,876,1,3/3/2023 10:18,R_3iQ3SIAuYIwKO5l,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2200,1400,0,0,202.046,0,1,1,1,2,2,1,2,1,1,4,2,3,KM_P_6|KM_P_5|KM_P_8|KM_P_7|KM_P_9|KM_P_10|KM_P_2|KM_P_1|KM_P_12|KM_P_11|KM_P_3|KM_P_4,2,2,3,2,1|4|2|3,3,1,3,2,4|2|3|1,4,4,3,3,3|1|2,4,4,5,PPI_7|PPI_5|PPI_8,6,6,7,1,1|3|2,3,5|4|2|7|3|9|6,1,"IOS|PPRMotive(adaptedReisetal.,2018)|SEPshortadapted Lewandowski&Ackerman,2006",KM_CSR|KM_P|KM_L|KM_P|KM_PA
3/3/2023 17:06,3/3/2023 17:15,0,129.215.52.7,100,489,1,3/3/2023 17:15,R_1Io5oEa66xbqbhc,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2184,1367,0,0,180.801,0,1,1,1,1,1,1,1,1,1,5,1,1,KM_P_10|KM_P_2|KM_P_8|KM_P_4|KM_P_11|KM_P_7|KM_P_1|KM_P_5|KM_P_3|KM_P_6|KM_P_12|KM_P_9,1,1,1,5,3|4|2|1,1,1,1,1,1|4|3|2,6,5,2,2,1|3|2,5,5,5,PPI_5|PPI_7|PPI_8,5,7,7,1,1|2|3,3,3|7|9|4|5|2|6,2,"IOS|SEPshortadapted Lewandowski&Ackerman,2006|PPRMotive(adaptedReisetal.,2018)",KM_L|KM_P|KM_P|KM_CSR|KM_PA
3/3/2023 17:06,3/3/2023 17:15,0,129.215.52.12,100,511,1,3/3/2023 17:15,R_22n5La1TuzWuAqf,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2184,1368,0,0,183.685,0,1,1,1,1,1,3,1,3,1,6,1,1,KM_P_6|KM_P_5|KM_P_9|KM_P_2|KM_P_12|KM_P_1|KM_P_8|KM_P_7|KM_P_11|KM_P_3|KM_P_4|KM_P_10,2,5,2,3,3|4|2|1,6,1,5,2,4|2|3|1,6,6,4,4,3|2|1,4,4,4,PPI_5|PPI_7|PPI_8,2,5,3,3,2|1|3,3,4|7|2|9|3|5|6,2,"SEPshortadapted Lewandowski&Ackerman,2006|PPRMotive(adaptedReisetal.,2018)|IOS",KM_P|KM_CSR|KM_PA|KM_P|KM_L
3/6/2023 12:58,3/6/2023 13:13,0,129.215.52.7,100,918,1,3/6/2023 13:13,R_2P4DrnJ38VFd9cz,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,1407,2204,0,0,13.423,0,,,,,,,,,,,,,KM_P_7|KM_P_10|KM_P_1|KM_P_8|KM_P_12|KM_P_6|KM_P_11|KM_P_5|KM_P_3|KM_P_2|KM_P_4|KM_P_9,,,,,2|3|4|1,,,,,1|4|3|2,,,,,1|3|2,,,,PPI_5|PPI_7|PPI_8,,,,,1|2|3,,2|4|5|9|7|3|6,,"SEPshortadapted Lewandowski&Ackerman,2006|PPRMotive(adaptedReisetal.,2018)|IOS",KM_P|KM_CSR|KM_PA|KM_L|KM_P
3/6/2023 12:59,3/6/2023 13:14,0,129.215.52.12,100,930,1,3/6/2023 13:14,R_9WZyJVv8sXUVx6N,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2204,1408,0,0,182.284,0,1,1,4,1,1,1,1,1,1,4,1,3,KM_P_2|KM_P_4|KM_P_9|KM_P_10|KM_P_1|KM_P_5|KM_P_12|KM_P_3|KM_P_11|KM_P_6|KM_P_8|KM_P_7,4,3,3,3,3|4|2|1,3,3,4,3,3|1|2|4,5,5,4,4,3|1|2,5,5,5,PPI_7|PPI_5|PPI_8,4,7,7,1,2|3|1,3,4|3|9|7|2|5|6,1,"SEPshortadapted Lewandowski&Ackerman,2006|PPRMotive(adaptedReisetal.,2018)|IOS",KM_L|KM_CSR|KM_PA|KM_P|KM_P
3/6/2023 13:13,3/6/2023 13:19,0,129.215.52.7,100,333,1,3/6/2023 13:19,R_1QnkNNQKEuk49Mw,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,1407,2204,0,0,177.859,0,6,6,5,5,7,5,5,4,3,4,7,5,KM_P_10|KM_P_6|KM_P_2|KM_P_1|KM_P_5|KM_P_8|KM_P_12|KM_P_11|KM_P_4|KM_P_9|KM_P_7|KM_P_3,5,7,7,7,1|3|4|2,6,6,6,5,1|3|4|2,7,7,6,6,1|3|2,5,5,5,PPI_7|PPI_5|PPI_8,7,7,6,1,2|1|3,3,5|7|2|3|4|9|6,1,"IOS|SEPshortadapted Lewandowski&Ackerman,2006|PPRMotive(adaptedReisetal.,2018)",KM_CSR|KM_P|KM_P|KM_PA|KM_L
3/6/2023 17:04,3/6/2023 17:11,0,129.215.52.7,100,417,1,3/6/2023 17:11,R_3hllWqws1mmpQxj,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2185,1369,0,0,182.218,0,3,4,7,6,3,5,7,6,3,7,3,5,KM_P_8|KM_P_10|KM_P_2|KM_P_6|KM_P_9|KM_P_7|KM_P_4|KM_P_3|KM_P_11|KM_P_5|KM_P_12|KM_P_1,7,7,7,6,3|4|2|1,7,6,7,6,2|1|3|4,6,7,6,5,2|1|3,5,5,5,PPI_5|PPI_7|PPI_8,6,7,6,1,3|2|1,3,4|7|9|5|3|2|6,1,"PPRMotive(adaptedReisetal.,2018)|SEPshortadapted Lewandowski&Ackerman,2006|IOS",KM_PA|KM_P|KM_CSR|KM_P|KM_L
3/6/2023 17:04,3/6/2023 17:12,0,129.215.52.12,100,504,1,3/6/2023 17:12,R_AGq9iq4ywCkEEM1,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2185,1370,0,0,189.001,0,1,1,1,1,5,5,1,6,1,5,1,1,KM_P_3|KM_P_1|KM_P_8|KM_P_10|KM_P_6|KM_P_12|KM_P_9|KM_P_11|KM_P_5|KM_P_4|KM_P_2|KM_P_7,5,2,5,5,4|2|3|1,6,7,7,1,4|1|3|2,6,6,6,6,1|2|3,5,5,5,PPI_5|PPI_8|PPI_7,4,7,7,1,1|3|2,3,2|3|7|9|5|4|6,1,"PPRMotive(adaptedReisetal.,2018)|SEPshortadapted Lewandowski&Ackerman,2006|IOS",KM_L|KM_P|KM_P|KM_PA|KM_CSR
3/8/2023 11:37,3/8/2023 12:10,0,129.215.52.12,100,1952,1,3/8/2023 12:10,R_scYcMU5f7eT23aF,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2125,1250,0,0,181.052,0,4,1,2,4,5,2,1,1,4,7,6,5,KM_P_10|KM_P_7|KM_P_5|KM_P_2|KM_P_6|KM_P_4|KM_P_11|KM_P_9|KM_P_8|KM_P_12|KM_P_3|KM_P_1,5,7,4,6,4|3|2|1,7,4,7,7,1|3|2|4,7,7,6,4,1|2|3,3,4,5,PPI_5|PPI_7|PPI_8,3,5,7,2,1|3|2,3,2|5|7|4|9|3|6,2,"IOS|PPRMotive(adaptedReisetal.,2018)|SEPshortadapted Lewandowski&Ackerman,2006",KM_PA|KM_P|KM_P|KM_L|KM_CSR
3/8/2023 11:37,3/8/2023 12:10,0,129.215.52.7,100,1996,1,3/8/2023 12:10,R_1n1ITVwMZzelaoH,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2125,1249,0,0,185.017,0,2,2,3,2,7,6,4,6,1,5,1,1,KM_P_6|KM_P_2|KM_P_11|KM_P_9|KM_P_4|KM_P_7|KM_P_10|KM_P_5|KM_P_12|KM_P_3|KM_P_1|KM_P_8,3,3,3,3,4|3|1|2,4,3,4,3,2|3|1|4,7,6,6,6,3|2|1,5,5,5,PPI_5|PPI_8|PPI_7,3,4,5,3,3|2|1,3,3|5|9|4|2|7|6,1,"SEPshortadapted Lewandowski&Ackerman,2006|IOS|PPRMotive(adaptedReisetal.,2018)",KM_P|KM_L|KM_PA|KM_P|KM_CSR
3/10/2023 12:06,3/10/2023 12:19,0,129.215.52.12,100,737,1,3/10/2023 12:19,R_1mhkGizETwKclGx,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2023 12:07,3/10/2023 12:25,0,129.215.52.7,100,1078,1,3/10/2023 12:25,R_2TF637iFY2GdUGa,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2155,1309,0,0,187.193,0,7,7,5,5,5,6,7,7,4,7,3,2,KM_P_5|KM_P_4|KM_P_7|KM_P_12|KM_P_6|KM_P_2|KM_P_3|KM_P_9|KM_P_1|KM_P_11|KM_P_8|KM_P_10,6,6,6,6,1|3|2|4,7,7,7,7,3|2|1|4,6,6,6,6,1|3|2,5,5,5,PPI_7|PPI_8|PPI_5,6,7,7,1,3|1|2,3,7|3|4|5|9|2|6,2,"IOS|PPRMotive(adaptedReisetal.,2018)|SEPshortadapted Lewandowski&Ackerman,2006",KM_P|KM_P|KM_PA|KM_L|KM_CSR
3/10/2023 12:21,3/10/2023 12:27,0,129.215.52.12,100,350,1,3/10/2023 12:27,R_1DCDaP2wJ8kzsvr,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2155,1310,0,0,150.618,0,5,4,4,2,4,5,5,6,4,5,4,4,KM_P_5|KM_P_1|KM_P_7|KM_P_4|KM_P_2|KM_P_12|KM_P_9|KM_P_10|KM_P_3|KM_P_8|KM_P_6|KM_P_11,6,5,5,5,1|4|3|2,4,3,6,4,4|3|2|1,6,7,7,7,3|1|2,4,4,4,PPI_5|PPI_7|PPI_8,6,6,6,2,2|3|1,3,5|4|9|3|2|7|6,2,"PPRMotive(adaptedReisetal.,2018)|SEPshortadapted Lewandowski&Ackerman,2006|IOS",KM_P|KM_L|KM_CSR|KM_P|KM_PA
3/10/2023 13:10,3/10/2023 14:11,0,129.215.52.12,100,3700,1,3/10/2023 14:11,R_2fpGUF9DQJHMqxb,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2187,1373,0,0,178.731,0,1,1,1,1,4,1,1,1,1,6,1,1,KM_P_10|KM_P_8|KM_P_1|KM_P_5|KM_P_4|KM_P_6|KM_P_9|KM_P_3|KM_P_7|KM_P_12|KM_P_2|KM_P_11,5,4,5,5,2|3|4|1,1,1,1,1,2|4|1|3,7,4,3,5,3|2|1,5,5,5,PPI_5|PPI_8|PPI_7,4,7,7,1,3|2|1,3,7|3|9|2|4|5|6,2,"IOS|SEPshortadapted Lewandowski&Ackerman,2006|PPRMotive(adaptedReisetal.,2018)",KM_CSR|KM_P|KM_L|KM_PA|KM_P
3/10/2023 13:13,3/10/2023 14:12,0,129.215.52.7,100,3527,1,3/10/2023 14:12,R_2w02gdNqc7LRjoP,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2187,1374,0,0,185.423,0,1,1,2,5,3,4,1,2,2,6,2,2,KM_P_12|KM_P_11|KM_P_1|KM_P_9|KM_P_10|KM_P_8|KM_P_5|KM_P_3|KM_P_7|KM_P_2|KM_P_4|KM_P_6,3,2,5,5,3|2|1|4,3,3,6,4,2|4|3|1,6,6,6,6,3|1|2,5,5,5,PPI_5|PPI_8|PPI_7,4,6,7,2,1|3|2,3,4|9|3|5|7|2|6,1,"SEPshortadapted Lewandowski&Ackerman,2006|IOS|PPRMotive(adaptedReisetal.,2018)",KM_PA|KM_L|KM_P|KM_CSR|KM_P
